,timestamp,open,close,low,high
0,1640984400,46850.0000000000000000,46850.0000000000000000,46850.0000000000000000,46850.0000000000000000
1,1640988000,47265.7000000000000000,46657.4500000000000000,46400.0000000000000000,47265.7000000000000000
2,1640991600,46100.0000000000000000,46000.0000000000000000,46000.0000000000000000,46176.7900000000000000
3,1640995200,45900.0000000000000000,45800.1100000000000000,45800.1100000000000000,45900.0000000000000000
4,1640998800,46124.8500000000000000,46146.4300000000000000,45946.2800000000000000,46155.7100000000000000
5,1641002400,46660.8600000000000000,46660.8600000000000000,46660.8600000000000000,46660.8600000000000000
6,1641031200,46701.2400000000000000,46701.2400000000000000,46701.2400000000000000,46701.2400000000000000
7,1641038400,46905.2600000000000000,46855.5900000000000000,46855.5900000000000000,47341.4200000000000000
8,1641042000,47400.0000000000000000,47400.0000000000000000,47400.0000000000000000,47400.0000000000000000
9,1641049200,47000.0000000000000000,47195.2900000000000000,47000.0000000000000000,47195.2900000000000000
10,1641063600,47150.0000000000000000,47500.0000000000000000,46929.2000000000000000,47500.0000000000000000
11,1641070800,47500.0000000000000000,47020.0000000000000000,47020.0000000000000000,47909.0000000000000000
12,1641074400,47226.7100000000000000,47226.7100000000000000,47226.7100000000000000,47226.7100000000000000
13,1641081600,47540.0000000000000000,47540.0000000000000000,47540.0000000000000000,47540.0000000000000000
14,1641088800,47520.0000000000000000,47520.0000000000000000,47520.0000000000000000,47520.0000000000000000
15,1641092400,47520.0000000000000000,47520.0000000000000000,47520.0000000000000000,47520.0000000000000000
16,1641121200,47004.5700000000000000,47296.5400000000000000,47004.5700000000000000,47296.5400000000000000
17,1641124800,47160.0000000000000000,47160.0000000000000000,47160.0000000000000000,47160.0000000000000000
18,1641132000,47013.7000000000000000,47300.0000000000000000,47013.7000000000000000,47300.0000000000000000
19,1641135600,47300.0000000000000000,47300.0000000000000000,47300.0000000000000000,47300.0000000000000000
20,1641139200,47250.0000000000000000,47056.5300000000000000,47056.5300000000000000,47250.0000000000000000
21,1641142800,47015.0000000000000000,46867.7900000000000000,46867.7900000000000000,47015.0000000000000000
22,1641146400,46984.3500000000000000,46984.3500000000000000,46984.3500000000000000,46984.3500000000000000
23,1641153600,47250.0000000000000000,47698.0000000000000000,47250.0000000000000000,47698.0000000000000000
24,1641157200,47809.0000000000000000,47809.0000000000000000,47809.0000000000000000,47809.0000000000000000
25,1641160800,47007.0000000000000000,47293.7700000000000000,47000.0000000000000000,47293.7700000000000000
26,1641168000,47373.8400000000000000,47373.8400000000000000,47373.8400000000000000,47373.8400000000000000
27,1641175200,47591.3600000000000000,47591.3600000000000000,47591.3600000000000000,47591.3600000000000000
28,1641200400,46754.9700000000000000,46754.9700000000000000,46754.9700000000000000,46754.9700000000000000
29,1641204000,46670.0000000000000000,46644.0000000000000000,46644.0000000000000000,46670.0000000000000000
30,1641211200,46838.2200000000000000,46838.2200000000000000,46838.2200000000000000,46838.2200000000000000
31,1641214800,47000.0000000000000000,47365.0000000000000000,47000.0000000000000000,47365.0000000000000000
32,1641222000,47365.0000000000000000,47365.0000000000000000,47365.0000000000000000,47365.0000000000000000
33,1641225600,47020.0000000000000000,47523.0000000000000000,47020.0000000000000000,47523.0000000000000000
34,1641229200,47030.0000000000000000,47030.0000000000000000,47030.0000000000000000,47030.0000000000000000
35,1641236400,46900.0000000000000000,46500.0000000000000000,46500.0000000000000000,46973.4500000000000000
36,1641243600,46488.6400000000000000,46488.6400000000000000,46488.6400000000000000,46488.6400000000000000
37,1641247200,46400.0000000000000000,46400.0000000000000000,46400.0000000000000000,46400.0000000000000000
38,1641250800,46300.0000000000000000,46000.0000000000000000,46000.0000000000000000,46300.0000000000000000
39,1641254400,46100.0000000000000000,46095.3800000000000000,45537.1500000000000000,46245.6200000000000000
40,1641258000,46100.0000000000000000,46310.2800000000000000,46100.0000000000000000,46310.2800000000000000
41,1641261600,46300.0000000000000000,46250.0000000000000000,46250.0000000000000000,46300.0000000000000000
42,1641265200,46450.0000000000000000,46450.0000000000000000,46450.0000000000000000,46450.0000000000000000
43,1641268800,46200.0000000000000000,46075.0000000000000000,46075.0000000000000000,46200.0000000000000000
44,1641272400,46070.0000000000000000,46070.0000000000000000,46070.0000000000000000,46070.0000000000000000
45,1641283200,46094.7800000000000000,46000.0000000000000000,46000.0000000000000000,46094.7800000000000000
46,1641286800,46050.4700000000000000,46050.0000000000000000,46050.0000000000000000,46050.4700000000000000
47,1641290400,46350.0000000000000000,46350.0000000000000000,46350.0000000000000000,46350.0000000000000000
48,1641294000,46316.5500000000000000,46316.5500000000000000,46316.5500000000000000,46316.5500000000000000
49,1641297600,46209.8800000000000000,46720.0000000000000000,46209.8800000000000000,46720.0000000000000000
50,1641304800,46811.0100000000000000,46829.1300000000000000,46811.0100000000000000,46829.1300000000000000
51,1641312000,46336.3800000000000000,46648.4800000000000000,46336.3800000000000000,46648.4800000000000000
52,1641315600,46637.6100000000000000,46900.0000000000000000,46637.6100000000000000,46900.0000000000000000
53,1641319200,46900.0000000000000000,47400.0000000000000000,46900.0000000000000000,47400.0000000000000000
54,1641322800,47277.4100000000000000,47277.4100000000000000,47277.4100000000000000,47277.4100000000000000
55,1641326400,46850.0000000000000000,46900.0000000000000000,46850.0000000000000000,46900.0000000000000000
56,1641330000,46700.0000000000000000,46528.0000000000000000,46495.6300000000000000,46700.0000000000000000
57,1641333600,46272.0000000000000000,46089.9600000000000000,45702.0000000000000000,46501.7800000000000000
58,1641337200,45951.0000000000000000,46455.4300000000000000,45951.0000000000000000,46455.4300000000000000
59,1641340800,46536.4300000000000000,46000.0000000000000000,46000.0000000000000000,46536.4300000000000000
60,1641348000,46300.0000000000000000,46055.0000000000000000,46055.0000000000000000,46300.0000000000000000
61,1641351600,46055.0000000000000000,45662.0500000000000000,45662.0500000000000000,46055.0000000000000000
62,1641373200,46200.0000000000000000,46200.0000000000000000,46200.0000000000000000,46200.0000000000000000
63,1641376800,46200.0000000000000000,46400.0000000000000000,46200.0000000000000000,46400.0000000000000000
64,1641384000,46250.0000000000000000,46500.0000000000000000,46250.0000000000000000,46500.0000000000000000
65,1641387600,46890.0000000000000000,46900.0000000000000000,46890.0000000000000000,46900.0000000000000000
66,1641391200,46530.0000000000000000,46344.3900000000000000,46344.3900000000000000,46530.0000000000000000
67,1641394800,46310.0000000000000000,46200.0000000000000000,46200.0000000000000000,46310.0000000000000000
68,1641398400,46000.0000000000000000,46200.0000000000000000,46000.0000000000000000,46200.0000000000000000
69,1641402000,46200.0000000000000000,46200.0000000000000000,46200.0000000000000000,46200.0000000000000000
70,1641405600,46458.0300000000000000,47980.0000000000000000,46437.5300000000000000,47989.0000000000000000
71,1641412800,46400.0000000000000000,46400.0000000000000000,46400.0000000000000000,46400.0000000000000000
72,1641416400,46285.0000000000000000,45815.4900000000000000,45579.3200000000000000,46285.0000000000000000
73,1641420000,46080.4400000000000000,45810.0000000000000000,45800.0000000000000000,46281.7000000000000000
74,1641423600,45810.0000000000000000,43909.0900000000000000,43909.0900000000000000,45810.0000000000000000
75,1641427200,43909.0900000000000000,43890.0000000000000000,43890.0000000000000000,44553.0200000000000000
76,1641430800,43890.0000000000000000,43000.0000000000000000,43000.0000000000000000,43890.3100000000000000
77,1641434400,43000.0000000000000000,42777.8300000000000000,42777.8300000000000000,43800.0000000000000000
78,1641438000,43500.0000000000000000,43500.0000000000000000,43500.0000000000000000,43900.0000000000000000
79,1641445200,43900.0000000000000000,43525.0000000000000000,43525.0000000000000000,43900.0000000000000000
80,1641448800,43525.0000000000000000,42777.7700000000000000,42777.7700000000000000,43525.0000000000000000
81,1641456000,42800.0000000000000000,43438.0000000000000000,42777.7700000000000000,43525.1500000000000000
82,1641459600,43100.0000000000000000,43438.0000000000000000,43000.0000000000000000,43438.0000000000000000
83,1641463200,43200.0000000000000000,43220.0000000000000000,43100.0000000000000000,43300.0000000000000000
84,1641466800,44399.0000000000000000,44399.0000000000000000,44399.0000000000000000,44399.0000000000000000
85,1641470400,44399.0000000000000000,42900.0000000000000000,42900.0000000000000000,44399.0000000000000000
86,1641474000,42900.0000000000000000,42600.0000000000000000,42600.0000000000000000,42900.0000000000000000
87,1641477600,42999.0000000000000000,42659.6200000000000000,42659.6200000000000000,42999.0000000000000000
88,1641481200,42999.0000000000000000,42660.0000000000000000,42660.0000000000000000,42999.0000000000000000
89,1641484800,42660.0000000000000000,43257.8100000000000000,42660.0000000000000000,43257.8100000000000000
90,1641488400,42780.0000000000000000,43222.1700000000000000,42717.2100000000000000,43363.5800000000000000
91,1641492000,43200.0000000000000000,43000.0000000000000000,42860.0000000000000000,43313.0000000000000000
92,1641495600,43130.0000000000000000,42790.9000000000000000,42790.9000000000000000,43130.0000000000000000
93,1641499200,42700.0000000000000000,42700.0000000000000000,42700.0000000000000000,42700.0000000000000000
94,1641502800,43318.2800000000000000,43438.2800000000000000,43318.2800000000000000,43438.2800000000000000
95,1641506400,43422.4400000000000000,42700.0000000000000000,42700.0000000000000000,44699.0000000000000000
96,1641510000,43900.0000000000000000,45000.0000000000000000,43900.0000000000000000,45000.0000000000000000
97,1641513600,43300.0000000000000000,43300.0000000000000000,43300.0000000000000000,43300.0000000000000000
98,1641517200,43260.0000000000000000,44500.0000000000000000,43260.0000000000000000,44500.0000000000000000
99,1641520800,44500.0000000000000000,44800.0000000000000000,44500.0000000000000000,44800.0000000000000000
100,1641524400,43000.0000000000000000,43000.0000000000000000,43000.0000000000000000,43000.0000000000000000
101,1641535200,42701.0000000000000000,42500.0000000000000000,42500.0000000000000000,42701.0000000000000000
102,1641538800,42500.0000000000000000,41500.0000000000000000,41500.0000000000000000,42500.0000000000000000
103,1641542400,41500.0000000000000000,42000.0000000000000000,41300.0000000000000000,43801.0000000000000000
104,1641546000,42499.0000000000000000,43499.0000000000000000,42499.0000000000000000,43499.0000000000000000
105,1641549600,41350.0000000000000000,41322.0000000000000000,41322.0000000000000000,41350.0000000000000000
106,1641553200,42000.0000000000000000,42000.0000000000000000,42000.0000000000000000,42000.0000000000000000
107,1641556800,42001.0000000000000000,42001.0000000000000000,42001.0000000000000000,42001.0000000000000000
108,1641560400,42001.0000000000000000,42415.0000000000000000,41700.0000000000000000,42500.0000000000000000
109,1641571200,42998.0000000000000000,42998.0000000000000000,42998.0000000000000000,42998.0000000000000000
110,1641574800,41700.0000000000000000,42986.0000000000000000,41700.0000000000000000,42986.0000000000000000
111,1641578400,41800.0000000000000000,41323.0000000000000000,41323.0000000000000000,41800.0000000000000000
112,1641582000,41322.0000000000000000,41353.0000000000000000,41000.0000000000000000,41353.0000000000000000
113,1641585600,41000.1000000000000000,41000.1000000000000000,41000.1000000000000000,41000.1000000000000000
114,1641589200,41000.1000000000000000,41464.4200000000000000,41000.1000000000000000,42976.0000000000000000
115,1641592800,41974.6900000000000000,41400.0000000000000000,41400.0000000000000000,41974.6900000000000000
116,1641596400,41497.4200000000000000,41800.0000000000000000,41497.4200000000000000,41800.0000000000000000
117,1641600000,42065.0000000000000000,42110.5700000000000000,42065.0000000000000000,42150.9200000000000000
118,1641614400,41400.0000000000000000,41400.0000000000000000,41400.0000000000000000,41400.0000000000000000
119,1641625200,41401.0000000000000000,43000.0000000000000000,41401.0000000000000000,43000.0000000000000000
120,1641628800,41402.0000000000000000,42999.0000000000000000,41402.0000000000000000,42999.0000000000000000
121,1641632400,41650.0000000000000000,41650.0000000000000000,41650.0000000000000000,41650.0000000000000000
122,1641636000,41999.0000000000000000,41750.0000000000000000,41750.0000000000000000,41999.0000000000000000
123,1641639600,41900.0000000000000000,41999.0000000000000000,41900.0000000000000000,41999.0000000000000000
124,1641643200,42284.6900000000000000,42284.6900000000000000,42284.6900000000000000,42284.6900000000000000
125,1641646800,41777.9300000000000000,41851.9800000000000000,41777.9300000000000000,41851.9800000000000000
126,1641657600,41751.0000000000000000,41751.0000000000000000,41751.0000000000000000,41751.0000000000000000
127,1641661200,41751.0000000000000000,41976.4200000000000000,41751.0000000000000000,41976.4200000000000000
128,1641664800,41976.4200000000000000,41650.0000000000000000,41650.0000000000000000,42041.4100000000000000
129,1641672000,41650.0000000000000000,41200.0000000000000000,41200.0000000000000000,41650.0000000000000000
130,1641675600,41010.0000000000000000,41194.2700000000000000,40800.0000000000000000,41194.2700000000000000
131,1641679200,40870.9500000000000000,40531.5200000000000000,40531.5200000000000000,40870.9500000000000000
132,1641682800,41151.2700000000000000,41180.3400000000000000,40745.3100000000000000,41180.3400000000000000
133,1641686400,40916.0400000000000000,40928.9500000000000000,40916.0400000000000000,40928.9500000000000000
134,1641690000,40916.0400000000000000,42997.9900000000000000,40916.0400000000000000,42997.9900000000000000
135,1641704400,42997.9900000000000000,42997.9900000000000000,42997.9900000000000000,42997.9900000000000000
136,1641708000,41786.0700000000000000,41603.3400000000000000,41603.3400000000000000,41786.0700000000000000
137,1641711600,44000.0000000000000000,50000.0000000000000000,44000.0000000000000000,50000.0000000000000000
138,1641715200,42000.0000000000000000,42065.8500000000000000,42000.0000000000000000,42065.8500000000000000
139,1641718800,42000.0000000000000000,41900.0000000000000000,41900.0000000000000000,42000.0000000000000000
140,1641722400,41657.0000000000000000,41657.0000000000000000,41657.0000000000000000,41969.6800000000000000
141,1641726000,41657.0000000000000000,41657.0000000000000000,41657.0000000000000000,41657.0000000000000000
142,1641729600,41709.0000000000000000,41709.0000000000000000,41709.0000000000000000,41709.0000000000000000
143,1641733200,41989.6100000000000000,41989.6100000000000000,41989.6100000000000000,41989.6100000000000000
144,1641736800,41709.0000000000000000,41700.0000000000000000,41700.0000000000000000,41709.0000000000000000
145,1641740400,41800.0000000000000000,41800.0000000000000000,41800.0000000000000000,41800.0000000000000000
146,1641744000,41657.0000000000000000,41400.1400000000000000,41400.1400000000000000,41657.0000000000000000
147,1641747600,41800.0000000000000000,41800.0000000000000000,41800.0000000000000000,41800.0000000000000000
148,1641751200,41830.2600000000000000,41766.1600000000000000,41766.1600000000000000,41830.2600000000000000
149,1641754800,42221.0000000000000000,42221.0000000000000000,42221.0000000000000000,42221.0000000000000000
150,1641758400,41751.8000000000000000,42293.0000000000000000,41751.8000000000000000,42338.6100000000000000
151,1641762000,42299.9200000000000000,42299.9200000000000000,42299.9200000000000000,42299.9200000000000000
152,1641765600,42215.8700000000000000,42215.8700000000000000,42215.8700000000000000,42215.8700000000000000
153,1641769200,42215.0000000000000000,42607.3000000000000000,42215.0000000000000000,42607.3000000000000000
154,1641772800,42607.3000000000000000,42607.3000000000000000,42607.3000000000000000,42607.3000000000000000
155,1641776400,42142.7200000000000000,42142.7200000000000000,42142.7200000000000000,42142.7200000000000000
156,1641780000,42142.7200000000000000,42142.7200000000000000,42142.7200000000000000,42142.7200000000000000
157,1641783600,42142.7200000000000000,42142.7200000000000000,42142.7200000000000000,42142.7200000000000000
158,1641787200,41701.0000000000000000,41701.0000000000000000,41701.0000000000000000,41701.0000000000000000
159,1641790800,42432.9500000000000000,42432.9500000000000000,42432.9500000000000000,42432.9500000000000000
160,1641794400,42433.8300000000000000,42433.8300000000000000,42433.8300000000000000,42433.8300000000000000
161,1641798000,41770.0000000000000000,41770.0000000000000000,41770.0000000000000000,41770.0000000000000000
162,1641801600,42248.2600000000000000,42248.2600000000000000,42248.2600000000000000,42248.2600000000000000
163,1641805200,42248.2600000000000000,41900.0000000000000000,41900.0000000000000000,42281.7100000000000000
164,1641808800,42015.7400000000000000,42015.7400000000000000,42015.7400000000000000,42015.7400000000000000
165,1641812400,41758.9400000000000000,41701.0000000000000000,41701.0000000000000000,41999.0000000000000000
166,1641816000,41701.0000000000000000,41463.8000000000000000,41463.8000000000000000,41701.0000000000000000
167,1641819600,41200.0000000000000000,41183.6300000000000000,41183.6300000000000000,41201.0000000000000000
168,1641823200,41182.8600000000000000,41000.0000000000000000,41000.0000000000000000,41182.8600000000000000
169,1641826800,40835.0900000000000000,40929.0500000000000000,40000.0000000000000000,40988.2300000000000000
170,1641830400,40901.4500000000000000,41020.2600000000000000,40888.1000000000000000,41097.6200000000000000
171,1641834000,41046.0000000000000000,41999.0000000000000000,40771.3700000000000000,41999.0000000000000000
172,1641837600,41351.4500000000000000,41450.0000000000000000,41075.3900000000000000,41450.0000000000000000
173,1641841200,41450.0000000000000000,41450.0000000000000000,41450.0000000000000000,41450.0000000000000000
174,1641844800,41450.0000000000000000,41450.0000000000000000,41450.0000000000000000,41450.0000000000000000
175,1641848400,41450.0000000000000000,41741.7300000000000000,41163.0600000000000000,41741.7300000000000000
176,1641852000,41693.2300000000000000,41693.2300000000000000,41693.2300000000000000,41693.2300000000000000
177,1641855600,41500.0000000000000000,41500.0000000000000000,41500.0000000000000000,41500.0000000000000000
178,1641859200,41500.0000000000000000,41500.0000000000000000,41500.0000000000000000,41500.0000000000000000
179,1641862800,41500.0000000000000000,41500.0000000000000000,41500.0000000000000000,41500.0000000000000000
180,1641866400,41500.0000000000000000,41500.0000000000000000,41500.0000000000000000,41500.0000000000000000
181,1641870000,41999.0000000000000000,41999.0000000000000000,41999.0000000000000000,41999.0000000000000000
182,1641873600,41999.0000000000000000,41999.0000000000000000,41999.0000000000000000,41999.0000000000000000
183,1641877200,42170.0000000000000000,42370.0000000000000000,41964.1000000000000000,42370.0000000000000000
184,1641880800,42370.0000000000000000,42370.0000000000000000,42370.0000000000000000,42370.0000000000000000
185,1641884400,42370.0000000000000000,42263.5100000000000000,42100.0000000000000000,42370.0000000000000000
186,1641888000,42100.0000000000000000,41986.0900000000000000,41986.0900000000000000,42100.0000000000000000
187,1641891600,41986.0900000000000000,41986.0900000000000000,41986.0900000000000000,41986.0900000000000000
188,1641895200,41986.0900000000000000,41986.0900000000000000,41986.0900000000000000,41986.0900000000000000
189,1641898800,41986.0900000000000000,41983.0000000000000000,41983.0000000000000000,41986.0900000000000000
190,1641902400,41983.0000000000000000,41983.0000000000000000,41983.0000000000000000,41983.0000000000000000
191,1641906000,41500.1000000000000000,41900.0000000000000000,39601.0000000000000000,41900.0000000000000000
192,1641909600,41900.0000000000000000,41900.0000000000000000,41900.0000000000000000,41900.0000000000000000
193,1641913200,41900.0000000000000000,41900.0000000000000000,41900.0000000000000000,41900.0000000000000000
194,1641916800,41900.0000000000000000,41900.0000000000000000,41900.0000000000000000,41900.0000000000000000
195,1641920400,41052.0000000000000000,42700.0000000000000000,41052.0000000000000000,42700.0000000000000000
196,1641924000,42700.0000000000000000,42200.0000000000000000,41101.0000000000000000,42840.0000000000000000
197,1641927600,43140.0000000000000000,43139.0000000000000000,43139.0000000000000000,43140.0000000000000000
198,1641931200,43099.0000000000000000,43139.0000000000000000,43099.0000000000000000,43278.2900000000000000
199,1641934800,42800.0000000000000000,42800.0000000000000000,42800.0000000000000000,42851.7800000000000000
200,1641938400,42801.0000000000000000,42453.6300000000000000,42453.6300000000000000,42801.0000000000000000
201,1641942000,42453.6300000000000000,42453.6300000000000000,42453.6300000000000000,42453.6300000000000000
202,1641945600,42453.6300000000000000,42453.6300000000000000,42453.6300000000000000,42453.6300000000000000
203,1641949200,42453.6300000000000000,42453.6300000000000000,42453.6300000000000000,42453.6300000000000000
204,1641952800,42453.6300000000000000,42453.6300000000000000,42453.6300000000000000,42453.6300000000000000
205,1641956400,42400.0000000000000000,42400.0000000000000000,42400.0000000000000000,42400.0000000000000000
206,1641960000,42400.0000000000000000,42400.0000000000000000,42400.0000000000000000,42400.0000000000000000
207,1641963600,42400.0000000000000000,42400.0000000000000000,42400.0000000000000000,42400.0000000000000000
208,1641967200,42655.0000000000000000,42655.0000000000000000,42655.0000000000000000,42655.0000000000000000
209,1641970800,42655.0000000000000000,42402.8100000000000000,42402.8100000000000000,42655.0000000000000000
